Genes,FC_mem_KO_mem WT
Klhl26,0.887391068
Tas1r3,0.887376954
Pptc7,0.887364181
Wrb,0.887344199
1700030C12Rik,0.887323944
Fam216a,0.887298748
Tars2,0.887268019
Fam210b,0.887096774
Zfp862-ps,0.88706983
Pcgf3,0.886945032
Cpne1,0.886888525
Gm14221,0.886792453
Olfr721-ps1,0.886792453
Nlrp9c,0.886792453
Ncoa6,0.886761361
Ebf2,0.88671875
Tmem173,0.886681298
Lrrc1,0.8866555
Lamb3,0.886623417
Fam78a,0.886567687
Spred3,0.886547812
Trim67,0.886503067
A130051J06Rik,0.88639201
Emc3,0.886390939
Nsg1,0.886363636
Olfr295,0.886363636
Sycp2,0.886363636
Pdlim2,0.886356391
Tpst2,0.886355571
Plaa,0.886352006
Nhlrc2,0.886273526
2810468N07Rik,0.886267902
Slc31a2,0.886201991
Pbx2,0.886123571
Clnk,0.886036072
Arpp21,0.885993485
Setd1a,0.885890476
Rpusd4,0.885859226
Zranb3,0.885850178
Gm17354,0.885844749
Dgka,0.885824091
Ssh1,0.88582224
Zfp46,0.88580555
Rasgrp1,0.88579889
1700028E10Rik,0.885742188
Zfp472,0.885735717
Podxl2,0.885714286
Atg5,0.885702685
Atp6v0b,0.885699001
Unc119b,0.88558195
Sel1l3,0.885572139
Zfp248,0.885542169
Gale,0.885518591
Snupn,0.885506003
Kcnn2,0.885496183
Rpap1,0.885444131
Lama5,0.885375494
Ccm2,0.88534431
Slc35f2,0.885288967
C230021G24Rik,0.885245902
Gm45681,0.885245902
Igf2os,0.885245902
Ifi44,0.885159011
Phldb1,0.885135135
Rassf1,0.885120853
Gngt2,0.88511518
Gm12708,0.885106383
Ube2g2,0.885018496
Dnaaf5,0.884960718
Pcnx2,0.884931507
Gng11,0.884927066
Iqgap2,0.884906256
F2r,0.884894232
Plekhg5,0.884879189
BC147527,0.884874464
Itgb4,0.884849407
Tlr3,0.884765625
Ispd,0.884745763
Cd274,0.884738839
Emc7,0.884724241
Arap2,0.884646451
Rnaseh2c,0.884628944
Slc12a5,0.884615385
Gm5441,0.884615385
Gm14139,0.884615385
1810013L24Rik,0.88459386
Rnf17,0.884568651
Rbms3,0.884514436
Nfu1,0.884488921
Gpr149,0.884444444
Zfp560,0.884422111
Phtf2,0.884333531
Hmgxb3,0.884327529
Cenpn,0.884297521
Rbm38,0.884272452
Slc16a2,0.884210526
Ssbp1,0.884201236
Khnyn,0.884172972
Ap3s2,0.884165936
Klf6,0.884125561
Lbp,0.88411215
Lrp12,0.88410596
Tspo,0.884103989
Rps27l,0.884060552
Upk1b,0.884057971
Slc29a2,0.884012539
Hdac5,0.883967682
Olfr554,0.883928571
Zfhx3,0.883918542
Mpc1,0.883884405
Pdcd11,0.883847786
Akap11,0.88383473
Gm10226,0.883817427
Cdkn1a,0.883749239
Tnip2,0.883742763
A730017C20Rik,0.88372093
Fam102a,0.883668452
Pcca,0.883618312
Thumpd2,0.883534137
Smox,0.883521202
Dnpep,0.883512777
Gm10130,0.883495146
Limk2,0.883481465
Lins1,0.883471074
Rgs2,0.883411192
Pebp1,0.883351007
Slc25a33,0.883268482
Drr1,0.883211679
Spon1,0.883210509
Laptm5,0.883186037
Tuba1b,0.883183857
Rassf7,0.883152174
Serpinb6b,0.883115241
Gtf2e1,0.883081155
Zfp275,0.883080382
Atp6v0e,0.882918851
Klhl18,0.882913713
Adnp,0.882910321
Dtymk,0.882908526
Stip1,0.88289558
Kat2b,0.882789411
Blk,0.882786336
Nwd1,0.882752761
Gramd1b,0.882749274
Cdk2ap1,0.88265625
Zfpl1,0.882651443
Jagn1,0.882640587
Sumf2,0.882606354
Skp1a,0.882571429
Cdnf,0.882562278
Adgrb3,0.882510013
Nxnl2,0.882352941
Olfr298,0.882352941
Car3,0.882352941
Olfr404-ps1,0.882352941
Pramef25,0.882352941
Uckl1os,0.882352941
Vmn1r232,0.882352941
Vmn2r106,0.882352941
Zfp804a,0.882352941
March3,0.882316314
Sh2b1,0.882216708
Rpp25l,0.882129278
RP23-181A8.3,0.882113821
Ptprc,0.882053416
Lingo3,0.882051282
Gm17251,0.882051282
Fen1,0.882035466
Mansc4,0.882022472
Gm26870,0.881935385
Coq10a,0.881879195
Olfr15,0.881863561
Fam198b,0.881578947
Gm28403,0.881578947
Bnip3,0.881568627
Zfp423,0.881533101
Taco1,0.881506559
Psd3,0.88150134
Dusp9,0.881355932
Htr7,0.881355932
Nfil3,0.881277622
Gm2093,0.881188119
Gramd1a,0.88117462
Tmed4,0.881168177
Acadsb,0.881019299
Car13,0.880994671
Mars,0.880993873
Mthfd2l,0.880993151
Amd2,0.880981595
Neat1,0.880971535
Gys1,0.880969351
Chkb,0.880965309
3110070M22Rik,0.880952381
Gm2108,0.880952381
Lrit2,0.880952381
Gm7289,0.880952381
Il27,0.880952381
Vmn1r228,0.880952381
Zpld1,0.880952381
Txndc17,0.880910683
Numbl,0.880899868
Nme9,0.880851064
Cdk2,0.880786634
Slc38a5,0.880739416
Slc35a3,0.880737018
RP23-442M18.8,0.880733945
Nectin1,0.880686695
Tm4sf1,0.880658436
Mir22hg,0.880658436
Asb3,0.880612972
Nlrp1a,0.880597015
Bag2,0.880563798
Olfr571,0.880503145
Ager,0.880482456
Map10,0.880444065
Ap4m1,0.880440771
Cma1,0.880410147
Nop9,0.880321824
Klf9,0.880163679
Olfr954,0.88
Mmp24,0.87987013
6530403H02Rik,0.879844961
Acot7,0.879782482
Emc10,0.879705714
Macf1,0.879704979
Gzmb,0.879601299
Sema6b,0.879598662
Tspan7,0.879591837
Spata2,0.879558447
Gfi1,0.879451396
Neo1,0.879396985
Qsox2,0.879379157
Pfkfb2,0.879352624
Plcb3,0.879349686
Pcdh8,0.879310345
S1pr2,0.879246677
C330018D20Rik,0.879232966
Fam126b,0.879192109
Nsmaf,0.87914047
Olfr849,0.879120879
Tmem87a,0.879104309
3300005D01Rik,0.879069767
Ppp2r1a,0.87905365
Tnfsf8,0.879045093
Anapc10,0.879011824
Gtf3c5,0.878984238
Zfp930,0.87896679
1700025G04Rik,0.878888889
Fis1,0.878876323
Gclc,0.878867869
Mrpl47,0.87885274
Ppp1r16a,0.878822521
Rnasek,0.878802281
Lefty1,0.878787879
Rpa3,0.878701051
Usp51,0.878676471
Zdhhc15,0.878660502
D030018L15Rik,0.87854251
Slc50a1,0.878445484
Podnl1,0.878431373
Mmp16,0.878378378
Osm,0.878347152
Olfr755-ps1,0.878345499
Vamp2,0.878299944
Lrp10,0.878281403
Zc4h2,0.87826087
Rnaseh2a,0.878206465
Pofut2,0.878157239
Dnajb5,0.878096909
Duoxa1,0.87804878
Tstd1,0.87804878
Stam2,0.877940851
Herpud2,0.877837749
Litaf,0.877759608
Afdn,0.877759201
Qrich2,0.877737226
Dppa2,0.877697842
Il7,0.877690802
Dennd2d,0.877676159
Cep41,0.877632899
Kmt2d,0.877619395
Nmral1,0.877591313
Patl1,0.877590702
Tmem87b,0.877509884
Apol11b,0.877442274
Kcnn3,0.877394636
Errfi1,0.877386277
Rdh13,0.877367424
Hbp1,0.877269593
Stau2,0.877227723
Spg7,0.877219092
Fam212b,0.877192982
Mtmr1,0.877175243
Tmcc3,0.877125617
Slc8b1,0.877068015
Rnf44,0.877059809
Hinfp,0.877024452
9430020K01Rik,0.87699586
Zfp523,0.87694704
Crim1,0.876943979
Tph2,0.876923077
Ttl,0.876805669
Taar8b,0.876712329
Dtd1,0.876703297
Naga,0.876675603
Dvl1,0.876651499
Fbxl17,0.876629147
P3h2,0.87654321
Disc1,0.876529114
Hrk,0.876404494
Gm9968,0.876383764
Glmn,0.876357993
Tcea2,0.876265467
2700081O15Rik,0.876247505
Irf8,0.876238503
Foxo1,0.876232504
Dnmbp,0.876146789
Gm10718,0.87610588
Zfp551,0.876095119
Oip5,0.876075731
Ankrd46,0.876034907
Gm14025,0.875989446
Ttc30a1,0.875957121
Tnfrsf25,0.875930521
St3gal5,0.875888007
Dcaf15,0.875851092
Ttbk1,0.875844595
Scamp4,0.875748503
Ammecr1,0.875735443
Sertad2,0.875729309
Farp1,0.875705277
Olfr1310,0.875675676
Myom2,0.875666075
Prkce,0.875648565
Mtbp,0.87564052
Ubqln4,0.875637344
Mgat4c,0.875598086
Gm45637,0.875555556
Mapkapk3,0.875521619
Parp9,0.875512996
Cyp51,0.875413712
Melk,0.875391032
Acaa2,0.875355205
Lekr1,0.87529976
Kcnj8,0.87518913
Nars2,0.875173853
Trio,0.875110165
Clcn5,0.875072296
Kpna1,0.875041457
Elavl3,0.875
Mroh8,0.875
Ptges,0.875
Phf1,0.874959481
Bcl9,0.874944568
Nsl1,0.874938211
Pfdn2,0.874840358
H2-Q6,0.874816939
Arc,0.874664879
Cldn12,0.874606506
Rtn3,0.874595992
Bbs7,0.874493927
BC029214,0.874457579
Gba,0.874387481
Plekha6,0.874379345
Tnfsf10,0.874290738
Zfp189,0.874176277
Rarg,0.874121451
Susd5,0.874100719
2510039O18Rik,0.874081661
Hbs1l,0.874075467
Zmynd10,0.874074074
Satb1,0.874048623
Prdm10,0.874042202
Itgb3bp,0.874023946
Zfp950,0.873877707
Camk1,0.873858921
Gm28441,0.873809524
Olfr877,0.873786408
Gm21685,0.873777778
Sema6d,0.873754153
Isyna1,0.873752878
Hopx,0.873600874
Wbscr25,0.873563218
Zfp738,0.873544195
Mcph1,0.873540373
Pcdh18,0.873469388
Poc1a,0.873429084
Rnf146,0.873426278
Ppp1r3b,0.873420985
Zbtb46,0.873382338
Mrpl44,0.873272379
Grik5,0.873215785
Ascc1,0.8731847
Mrpl19,0.873142857
Wipi1,0.87308086
Faah,0.873077998
Tmem184b,0.873071666
Fam120aos,0.873033708
Vegfa,0.872967168
Ipp,0.872955975
Wfs1,0.872846596
Gna14,0.87283737
Rbm43,0.87279037
Cmah,0.872765658
Gapt,0.872741555
Fndc4,0.872727273
Gng10,0.872714963
1700123O20Rik,0.872432997
1110012L19Rik,0.872430153
Hdgfrp3,0.872409544
Zfp763,0.87239284
Dclre1b,0.872364289
Mrpl39,0.872270549
B4galnt1,0.872253375
Sema7a,0.872222222
Pank1,0.872153416
Oxnad1,0.872148541
Lima1,0.872131148
Gpn3,0.87202473
Mmab,0.872019465
Acot8,0.87189202
Abhd17a,0.871726843
Kif2c,0.871646502
Ptrhd1,0.871512482
Sema3b,0.87150838
Cd63,0.871498173
Uros,0.871451876
Hvcn1,0.871419478
Map3k15,0.871418075
Fasl,0.871404789
Setd1b,0.871252998
Nxpe2,0.871244635
Gemin7,0.871192808
Gmpr2,0.871054852
Smim3,0.870991254
Sipa1,0.870913338
Gabrg3,0.870905588
Aldh1a7,0.870786517
Rsf1os2,0.870741483
Cox15,0.870716838
Pecam1,0.870714849
Gskip,0.870644851
Gm36445,0.870637998
Cog8,0.87050431
Vwde,0.870445344
Slc27a1,0.870349493
Ica1l,0.870297586
Kit,0.870275521
Thap3,0.870246962
Zfp711,0.870229008
Clec2i,0.870227959
Wdr78,0.870165746
Wdr59,0.870109546
Irgm2,0.870092227
Cd300lf,0.870069606
C2cd5,0.869971527
Rpusd3,0.869942197
Xcr1,0.869932432
Prickle1,0.869918699
D3Ertd751e,0.869797067
Tmc4,0.869722557
Pdss1,0.869650441
Coq2,0.869635366
Slx1b,0.869595058
Olfr344,0.869565217
AW121686,0.869565217
Snx31,0.869565217
Mcam,0.869491066
Coil,0.869425901
Hist1h3g,0.869415808
Naxd,0.869371774
Naip6,0.86936066
Gm17249,0.869346734
Ppp4r1,0.869341932
Usp40,0.869323116
Mtx2,0.86928702
4930547M16Rik,0.869281046
Adamts3,0.869267264
Dusp3,0.869233437
Snapc4,0.869232608
Nek3,0.869194313
Rbm14,0.869034406
Mrps31,0.869012528
Fam193b,0.868966509
Arid5b,0.868960953
Hddc2,0.868923611
Scyl3,0.868922377
Cox5a,0.868846345
Bicd1,0.868842959
Rnf166,0.868825561
Pitpnm1,0.868769737
Fam173a,0.86872409
Pif1,0.868700265
Gm9828,0.868632708
Rps23,0.868555607
Mfsd6,0.868537282
Cilp,0.868486352
Zfp982,0.868454662
Olfr1117-ps1,0.868421053
Scara3,0.868421053
Tmem185b,0.868340307
Ubfd1,0.868289949
Ap4b1,0.868239122
Hspb11,0.868235294
Cfap44,0.868217054
Nim1k,0.868149325
Egf,0.868144691
Etl4,0.868103763
Kitl,0.868008949
Pik3r3,0.868008949
Tgfa,0.867924528
Gm26782,0.867854065
Smpd4,0.867832168
Nr4a3,0.86779661
E330009J07Rik,0.867778808
Pfas,0.86776077
Rpusd2,0.86770557
Plekhm2,0.867648503
Capn15,0.867647059
Dus2,0.867631851
Lct,0.867605634
Tas2r143,0.86756238
Trp53inp2,0.86750174
Ccr6,0.8675
Dclre1c,0.867484335
Zbtb42,0.867375049
Ifitm1,0.867368421
Cyb561a3,0.867350678
Gm27184,0.867346939
Mpv17,0.867287837
Gdi1,0.867058626
Toe1,0.867032016
Tmem64,0.866840731
Gm9918,0.866666667
RP23-72A20.11,0.866666667
Vmn1r20,0.866666667
Tmem259,0.86661777
Tspan15,0.866595518
Homer2,0.866583541
Mtx3,0.866502683
Gpr171,0.866489362
Mocs3,0.866487756
Unc50,0.86636698
Wdfy1,0.866311721
Faim2,0.86627907
Fbxo45,0.866248138
Tmbim1,0.866159355
Brca2,0.866117046
Slc22a6,0.865979381
0610009B22Rik,0.865934066
Aldoart1,0.865921788
1500015A07Rik,0.865853659
Grin2d,0.865853659
Foxa1,0.865853659
Rpl38,0.865853421
Gm11423,0.865789474
Scn8a,0.865789474
Zfp712,0.865728126
Cpeb3,0.865714286
Prrt3,0.865671642
Atp10b,0.865671642
Vwa2,0.865591398
Gabbr2,0.865546218
Retsat,0.865478686
Sgcd,0.865470852
Pgam5,0.865433526
Scn4b,0.865384615
Gm26536,0.865384615
Tmem40,0.865336658
Zfyve21,0.865326633
Vdr,0.865248227
BC024978,0.865217391
Gm10717,0.865203892
Siglecf,0.865046102
Nexn,0.864900662
Cops8,0.864873493
AA792892,0.864864865
Rnpep,0.864832296
Pih1d1,0.864829396
Eif2d,0.864631043
Gm5592,0.864628821
Zfyve27,0.864491991
Zswim8,0.864410227
Yeats2,0.864347008
Vmn2r52,0.864197531
Hmces,0.864101699
Prph,0.864
Rgs21,0.864
Cxcl12,0.863965268
Psd2,0.863905325
Olfr731,0.86381323
Fastkd2,0.863790186
B9d2,0.863773966
Prune2,0.863692689
Asic3,0.863636364
Tnnt1,0.863636364
Twnk,0.863577864
Gstp3,0.863414634
Prkcg,0.86328125
Ypel3,0.863244291
Olfr204,0.863221884
Mfhas1,0.863114092
Klhl21,0.863004633
Olfr461,0.862962963
Polk,0.862957625
Eif3m,0.86284458
Maged2,0.862758863
Gm26615,0.862611432
Olfr1195,0.86259542
Chchd2,0.862518012
Aldh1l1,0.8625
Yes1,0.862475442
Ulk1,0.862467866
Ubqln3,0.862433862
Star,0.862409016
Crlf2,0.862343572
Edil3,0.862318841
Gm26798,0.862279755
Ubc,0.862242168
Adcy3,0.862213108
1300002E11Rik,0.862124397
Trim30d,0.862111419
C230038L03Rik,0.862068966
Gm19757,0.862068966
Cldn34c1,0.862068966
Tmem25,0.862068966
Elovl4,0.862068966
Olfr764-ps1,0.862068966
Kbtbd6,0.862068966
Olfr945,0.862068966
Eif4enif1,0.861977647
Pard6a,0.861924686
Ppp1r3c,0.861878453
Brk1,0.861788618
Tbc1d23,0.861743304
Fam222a,0.861702128
4933412A08Rik,0.861702128
Zfp940,0.861674009
Prps1,0.861662858
Ccdc22,0.861642989
Gorasp2,0.861594376
Abcb8,0.861553304
Kbtbd11,0.861514407
Ly9,0.861442341
Gm5784,0.861423221
Tceal3,0.861344538
2610020H08Rik,0.861268507
Tax1bp3,0.861131167
Baiap2,0.861117606
Gm14122,0.861111111
Vat1,0.861004996
Pcdh10,0.861003861
Nckipsd,0.860717814
Mydgf,0.860702875
Tmem222,0.860667061
Nubp2,0.860617536
Cd160,0.860580124
Anxa11,0.860571043
Inpp4b,0.860483396
Zfp644,0.860469282
Gm10640,0.860465116
C3ar1,0.860444444
Nodal,0.860342556
Ifi213,0.860226558
Dok1,0.860192616
Il15,0.860106698
Nlrc5,0.860021525
Map4k3,0.859956236
Dyrk1b,0.859910581
Ccnl2,0.859860123
D6Wsu163e,0.859857482
Slc2a12,0.859848485
Emc8,0.859649123
Fam96b,0.859574468
Ms4a18,0.859574468
Atad3a,0.859493016
Gemin5,0.859384121
Tnfsf14,0.859355891
Psmb9,0.859345273
Gm19026,0.859335038
Ppan,0.859328314
Il17rc,0.859259259
Ugt8a,0.859259259
H2-DMa,0.859227291
Mzt1,0.859163746
Psph,0.859116022
Fads2,0.859106529
Slc43a3,0.859103385
Inpp4a,0.859048359
Pigg,0.85904351
Chst14,0.859009901
Ppargc1b,0.858946867
Eng,0.858880779
Tmem86a,0.858851675
Trpm1,0.858846918
Gm5148,0.858845038
Matk,0.858839498
Xylb,0.858736059
Sult1a1,0.858725762
Rab9,0.858408862
Mpv17l,0.858385093
Fzd1,0.858369099
Zfp59,0.858337432
Jak3,0.858017424
Gpr107,0.857989148
Zfp957,0.857988166
Tnip1,0.857962933
Mrm1,0.857853295
Gm21975,0.857723577
Mettl10,0.857717221
Ap3s1,0.857716669
Asb6,0.857704988
Nrxn3,0.857677903
Gm904,0.857664234
Rubcn,0.857605946
Clcf1,0.857532408
Rabac1,0.857463657
Odf2l,0.857452444
Zfand4,0.857198444
Rgs12,0.8571875
Vmn2r30,0.857142857
Nme4,0.857142857
9830132P13Rik,0.857142857
Spata18,0.857142857
Rasip1,0.857142857
Ppp1r15a,0.857038324
Jazf1,0.856980273
H2-Q7,0.856917607
Mrpl46,0.856839551
1810034E14Rik,0.856798069
Plb1,0.856777494
Adgrl4,0.856739989
Tanc1,0.856729119
Fxyd4,0.856628242
Tmem184a,0.856557377
Gna12,0.85654649
Col4a4,0.85652921
Ap5s1,0.856404365
Kmt5c,0.856379293
Serpinc1,0.856332703
Ttk,0.856301531
Hgh1,0.856121963
Rdh19,0.856115108
Lrrn4cl,0.856115108
Ermard,0.856074766
Ano8,0.856056173
Trnau1ap,0.856054191
Nacc2,0.856014863
Lmf2,0.855977984
Ptgdr2,0.855967078
Pdcd10,0.855936719
Kat2a,0.855925463
Zfp661,0.855920114
Pqlc2,0.85583174
G430049J08Rik,0.855813953
Lamb2,0.855813953
March9,0.855759923
Tpra1,0.855750708
Taf1a,0.855703963
Il21r,0.855643716
Tmem160,0.855643045
Megf11,0.855635866
Gm29506,0.855614973
Chst15,0.855614973
Rps6kl1,0.855421687
Sec24d,0.855420866
Gltscr1,0.855375232
Psmb10,0.855267664
Plcd1,0.855263158
Cd9,0.855164671
Gm26917,0.855129795
Zfp983,0.854986682
Six5,0.854972376
Sh2d5,0.854961832
Has2,0.854901961
Zfp598,0.854884973
Dtx2,0.854818717
Pira2,0.854748603
Tuba1a,0.854447723
Kcnk5,0.854241729
Sox12,0.854239664
Olfr1278,0.854227405
Jag1,0.854207436
Hsh2d,0.854121475
Pxmp4,0.85410707
Aqp1,0.854004252
Pot1a,0.853822383
Adam9,0.853756708
A930038B10Rik,0.853754941
Alg12,0.853669127
Vmn1r86,0.853658537
Mthfsd,0.85359408
Klhl36,0.853583916
Robo3,0.853582555
Igfbp5,0.853365385
Trim63,0.853333333
Brpf1,0.853243215
D8Ertd82e,0.8531818
Ccdc191,0.853148911
Gm44947,0.853146853
Hcn4,0.853146853
Polr3h,0.853118075
Dnah3,0.852941176
Abcf3,0.852939358
Cdhr1,0.852813853
Rragd,0.852777778
Jam3,0.852734923
Lmbr1l,0.852692762
Skint8,0.852678571
Olfr279,0.852494577
St7l,0.852335676
Zswim6,0.85227359
Apob,0.852187029
Lrrc61,0.852146716
Igfbp6,0.852040816
U2af1l4_2,0.851948052
Zfp141,0.851869104
Pom121l2,0.851851852
Kif3a,0.851832183
Pkd1,0.851809511
Olfr99,0.85178507
Sppl2b,0.851774907
Cd38,0.85172828
Ttll11,0.851685393
Asb13,0.851683748
Gm4117,0.851612903
Cobl,0.851428571
Prdm15,0.851421853
Zfp282,0.851416122
Hebp2,0.851351351
Tmem151a,0.851327434
Bahd1,0.851311755
Itgam_2,0.851133623
Kcnk12,0.85106383
Pcolce2,0.850917431
Zfp866,0.850909091
Rad52,0.850774383
Insrr,0.850746269
Gm16194,0.850713502
A930024N18Rik,0.850678733
Tmem218,0.850637523
Simc1,0.850508169
4932411E22Rik,0.85046729
Zfp335,0.850391158
Plxnb1,0.85031185
Zfp810,0.850291583
Fhl2,0.850140914
Klra4,0.850030505
Olfr429,0.85
Tex38,0.85
Cela1,0.849948613
Kcnc3,0.84992785
A930006K02Rik,0.849915683
9330175M20Rik,0.849785408
Sesn2,0.849716033
Lamb1,0.849673203
Hepacam2,0.849514563
Nqo1,0.849498328
Spint2,0.849437459
Selenoi,0.849308201
Asnsd1,0.849293767
Fam219a,0.84928527
Drg2,0.849224281
Hexim2,0.849220104
Pip4k2c,0.849058398
Htr6,0.849056604
Pik3c2b,0.849041534
A330023F24Rik,0.84884798
Eef1e1,0.848798521
RP23-468H22.6,0.848780488
Zhx3,0.848771267
Mrps6,0.848643503
Mthfd1,0.848574822
Tmprss11b,0.848484848
Slc26a7,0.848484848
Baiap3,0.848452404
Acsl6,0.848181818
St6galnac3,0.848110465
Gm26908,0.848101266
Tmem29,0.84805065
Asns,0.848037311
Fkrp,0.847953216
Tefm,0.847953216
Uevld,0.847860044
Morn2,0.847826087
Ulbp1,0.847407407
Zfp120,0.847330628
Mmaa,0.847295864
Gm10822,0.847191011
Pisd-ps1,0.847121077
Rbm15b,0.846994536
Pou4f1,0.846975089
Hspa8,0.846904054
RP23-419K14.11,0.846889952
2810429I04Rik,0.846889952
2310061I04Rik,0.846854791
Gm45109,0.846846847
Ykt6,0.846787843
Card10,0.846706587
Zbtb2,0.846702317
Wipi2,0.84670137
Gm15674,0.846674183
Papd4,0.846553516
Zfp846,0.846525097
Fam71e1,0.846428571
Coq8b,0.846394006
Ankrd9,0.846337961
Fhl3,0.846213895
Gipc1,0.846194364
Btg1,0.846180411
Gm5141,0.846170078
Mb21d2,0.846153846
Nkpd1,0.846153846
Rbm6-ps2,0.846153846
Gp1bb,0.846135148
4930402H24Rik,0.845744258
Zfp53,0.845724138
Pomt2,0.845683453
Itgb3,0.84559329
Ablim3,0.845528455
Tmem175,0.845508563
Btbd16,0.845493562
Zc3h12a,0.845493247
Pde10a,0.845442536
Ubald2,0.845401596
Olfr1382,0.845360825
Pigu,0.84530462
Psmd3,0.845265471
D2hgdh,0.845243805
Fbxw17,0.845238095
3110082I17Rik,0.845191556
Galnt5,0.845188285
Dnase1,0.845163223
Pyroxd1,0.845142857
Mfsd14a,0.845137157
Chrm2,0.845132743
Olfr619,0.845070423
Gm14168,0.84502924
Cox18,0.845020325
B3gnt9,0.844916345
Naglu,0.844882729
Bad,0.844814241
Ttyh2,0.844796105
Gpr15,0.844632768
Amot,0.844522968
Zfp273,0.844444444
Btbd3,0.844246032
Gtf2ird2,0.844190344
Pkhd1,0.844155844
Mok,0.84414557
Rbm48,0.844072913
Cym,0.843923504
Gm8674,0.843881857
Chtf18,0.843877551
Klc3,0.843835616
Rnf170_1,0.843786982
Creld1,0.843770174
Pmaip1,0.843671482
Sept4,0.843611324
Btbd11,0.843562661
Dmwd,0.843517139
Brpf3,0.843433106
Gpc1,0.843427592
Olfr1245,0.843373494
Hif1a,0.843326632
Mmp19,0.843317972
Ndufc1,0.843297438
4930463O16Rik,0.843137255
Isoc2a,0.843137255
Gm16286,0.843101183
Mpzl3,0.842995169
9330151L19Rik,0.842975207
Galns,0.842962963
Gm36995,0.842931937
Gucy1a3,0.842880524
Tpk1,0.842850617
Chek2,0.842830009
Proser1,0.842821088
Timp2,0.842776954
5530601H04Rik,0.842774098
S100a4,0.842624357
Plekha8,0.842595055
Slc16a4,0.84255062
Gm44276,0.842490842
Ptpn13,0.842483325
Tmem74bos,0.842465753
Tollip,0.842382846
H2-M3,0.842261905
Stub1,0.842258682
Gm26640,0.842251564
Tbr1,0.842242503
Sgcb,0.842188115
Cylc1,0.842105263
Syt3,0.842105263
Dok6,0.842105263
Vmn2r-ps5,0.842105263
Emc1,0.841794187
Mapk7,0.841793103
Tmem102,0.841772152
Rian,0.841706161
Phyhipl,0.841584158
Zfp81,0.841438589
Fbxo4,0.841363715
Noxo1,0.841359773
9430016H08Rik,0.841197183
D130020L05Rik,0.841176471
Dusp28,0.841115435
Chchd4,0.840969554
Rnf185,0.840964221
Olfr1390,0.840909091
Zc2hc1b,0.840909091
Tubal3,0.840909091
Psmf1,0.840907495
P3h1,0.840801887
Fam3a,0.840753892
Nab2,0.840747817
Gpc5,0.840707965
Gm19744,0.840677966
Cxcl2,0.84057971
Cdk18,0.840546697
Stag3,0.840543881
5730409E04Rik,0.840434419
Ncr3-ps,0.840425532
C430049E01Rik,0.840425532
Dock9,0.840387918
Chordc1,0.84038469
Gm16897,0.840255591
9330104G04Rik,0.840095465
Ctbs,0.840095465
Sybu,0.84
Wbscr28,0.84
5430416N02Rik,0.839873263
Aph1c,0.839805825
Ormdl3,0.839650146
Slc25a23,0.839517625
Zfp935,0.839468691
RP23-72D18.1,0.83935743
Zfp647,0.839303992
5830444B04Rik,0.839303992
Cxcr4,0.839206584
Zc3h12d,0.839120879
Noct,0.8390462
Oas1c,0.839028094
Fbxl6,0.838991463
Gm35986,0.838983051
Dctn3,0.838963678
Gnb1l,0.838953488
Orc2,0.838936669
Slc25a35,0.838888889
Tceal8,0.838888889
Acsf3,0.838588589
Mrpl40,0.83841921
9430038I01Rik,0.838405486
Mrpl23,0.838357197
RP23-220F20.2,0.838333333
Vil1,0.838297872
AK010878,0.838157895
Lpcat2b,0.838095238
Klra13-ps,0.838037199
Fkbp1a,0.837801797
Rybp,0.837710534
Slit2,0.837708831
Gm26541,0.837704657
Kcnab1,0.837631328
Casp4,0.837584925
Mkks,0.837538734
Nr2f6,0.83753258
Dpagt1,0.837436136
Ms4a4a,0.837412587
Olfr607,0.837398374
Mvb12b,0.837290455
Iqgap3,0.837263061
Nuak2,0.837252475
Brs3,0.837209302
Gphn,0.837207315
Krcc1,0.837148119
Nup35,0.837143664
Btbd2,0.837102922
Pskh1,0.837093023
Tmem39b,0.837072019
Chek1,0.837028825
Rad9b,0.837022133
P2rx5,0.836956522
Ncdn,0.836950653
Nr4a2,0.836923077
Gtf2ird1,0.836815359
9530082P21Rik,0.836812953
Gm15489,0.836805556
Cables1,0.83674288
Pstk,0.836633663
Ap1s3,0.836483648
Naa11,0.836477987
Uspl1,0.836439368
Jund,0.836416778
Toporsl,0.836363636
Ccnyl1,0.836349015
Mau2,0.836246343
Acad12,0.836241611
Dus4l,0.836163836
Klhdc4,0.836095101
Enpp5,0.836092715
Slc39a3,0.836039332
Scml4,0.836014298
Gm14085,0.836012862
Slc24a1,0.836
Adamts16,0.835897436
Tmem219,0.835870776
Grem2,0.835680751
Elovl1,0.835576217
Fam118b,0.835572273
Mycbp,0.835455436
Olfr1321,0.835443038
Nt5m,0.835416667
Fbxw9,0.835400225
Abcc2,0.835263835
Tmem106c,0.835203366
Polr2l,0.835180055
Gbp6,0.835136856
Ifit3,0.83511206
Tom1,0.835070651
Thy1,0.834862385
Bub1,0.834826646
Fgfr2,0.834821429
Rpl35,0.83476238
Sell,0.834720551
Hspbp1,0.83471564
Gm9939,0.834710744
Cc2d2b,0.834586466
Spata24,0.834490741
Rars2,0.834263092
H2-T10,0.834229391
Zfp628,0.834111907
Mrps36,0.834087481
Cd1d1,0.833881579
St6gal2,0.833876221
Cdk1,0.833869239
Kcns2,0.833846154
Txnl4b,0.833691756
H2-Q4,0.833435379
Hist1h3a,0.833383823
Mms19,0.833366854
Gm14634,0.833333333
