chr	start	end	Name	WT_SPRM	KO_SPRM	Linear	log2FC	abs_log2FC	gene	distance_TSS
chr14	105328315	105328966	TIM_007_32_gap500_peak_4846,TIM_007_33_gap500_peak_5435,TIM_007_34_gap500_peak_4098,TIM_007_36_gap500_peak_4057,TIM_007_35_gap500_peak_4928	1.087237256	0.736415856	0.6773276503688905	-0.5620742031667085	0.5620742031667085	NONE	NA
chr3	106460396	106461695	TIM_007_32_gap500_peak_9622,.	0.738178493	0.5	0.6773429526075342	-0.5620416100569766	0.5620416100569766	NONE	NA
chr3	115800614	115801268	.,TIM_007_35_gap500_peak_9736,TIM_007_36_gap500_peak_8078	0.5	0.738130573	1.476261146	0.5619479522342674	0.5619479522342674	NONE	NA
chr7	38018507	38019870	TIM_007_33_gap500_peak_14456,TIM_007_32_gap500_peak_13119,TIM_007_31_gap500_peak_11870,TIM_007_36_gap500_peak_10903,TIM_007_35_gap500_peak_13178,TIM_007_34_gap500_peak_11052	3.081806737	2.087762353	0.6774475271062398	-0.5618188905837522	0.5618188905837522	Uri1	(+353)
chr4	108487448	108487663	TIM_007_33_gap500_peak_11384,.	0.738020355	0.5	0.6774880890649689	-0.5617325122554739	0.5617325122554739	NONE	NA
chr4	150928152	150929746	TIM_007_33_gap500_peak_11933,.	0.738020355	0.5	0.6774880890649689	-0.5617325122554739	0.5617325122554739	Tnfrsf9	(+950)
chr18	42511048	42512689	TIM_007_32_gap500_peak_7057,TIM_007_31_gap500_peak_6347,TIM_007_33_gap500_peak_7804,TIM_007_34_gap500_peak_5977,TIM_007_35_gap500_peak_7152,TIM_007_36_gap500_peak_5888	2.791112761	1.891194394	0.6775772087840776	-0.5615427463789617	0.5615427463789617	Tcerg1	(+359)
chr1	181209867	181212975	TIM_007_32_gap500_peak_854,TIM_007_33_gap500_peak_1001,TIM_007_31_gap500_peak_762,TIM_007_34_gap500_peak_705,TIM_007_36_gap500_peak_701,TIM_007_35_gap500_peak_886	3.317458908	2.248065638	0.6776468677814893	-0.5613944363069293	0.5613944363069293	Wdr26	(+131)
chr1	146642401	146642688	TIM_007_31_gap500_peak_542,.	0.737793939	0.5	0.6776959982589393	-0.5612898424097235	0.5612898424097235	NONE	NA
chr2	138256555	138257441	TIM_007_32_gap500_peak_8674,TIM_007_31_gap500_peak_7834,.	0.737775284	0.5	0.6777131341255395	-0.5612533636385894	0.5612533636385894	NONE	NA
chr1	141301090	141301312	.,TIM_007_35_gap500_peak_613	0.5	0.737739871	1.475479742	0.5611841130323592	0.5611841130323592	NONE	NA
chr14	66231504	66231981	.,TIM_007_35_gap500_peak_4763	0.5	0.737739871	1.475479742	0.5611841130323592	0.5611841130323592	NONE	NA
chr4	61728715	61730499	.,TIM_007_35_gap500_peak_10246	0.5	0.737739871	1.475479742	0.5611841130323592	0.5611841130323592	NONE	NA
chr9	106885707	106887628	TIM_007_31_gap500_peak_13815,TIM_007_32_gap500_peak_15296,TIM_007_33_gap500_peak_16721,TIM_007_36_gap500_peak_12691,TIM_007_35_gap500_peak_15334,TIM_007_34_gap500_peak_12910	2.14893066	1.456599848	0.6778254296953443	-0.5610143320590153	0.5610143320590153	Rbm15b	(+760)
chr11	58937830	58939211	TIM_007_32_gap500_peak_2116,TIM_007_33_gap500_peak_2445,TIM_007_31_gap500_peak_1890,TIM_007_36_gap500_peak_1760,TIM_007_35_gap500_peak_2217,TIM_007_34_gap500_peak_1770	2.492166963	1.689293284	0.6778411354777276	-0.5609809039950048	0.5609809039950048	Rnf187	(+395)
chr14	34501589	34503481	TIM_007_33_gap500_peak_5019,TIM_007_32_gap500_peak_4478,TIM_007_31_gap500_peak_4031,TIM_007_35_gap500_peak_4560,TIM_007_36_gap500_peak_3767,TIM_007_34_gap500_peak_3799	1.125637758	0.763015156	0.6778514229619508	-0.5609590086141091	0.5609590086141091	Bmpr1a	(+152)
chr13	119961780	119962107	TIM_007_33_gap500_peak_4857,TIM_007_32_gap500_peak_4322,TIM_007_35_gap500_peak_4409	0.623879402	0.920321221	1.475158849690633	0.560870316726358	0.560870316726358	NONE	NA
chr13	112425387	112425615	TIM_007_33_gap500_peak_4797,TIM_007_35_gap500_peak_4350	0.564893452	0.833201186	1.4749705153247201	0.5606861152745013	0.5606861152745013	NONE	NA
chr7	80114478	80115818	TIM_007_31_gap500_peak_12083,TIM_007_32_gap500_peak_13360,TIM_007_33_gap500_peak_14695,TIM_007_36_gap500_peak_11080,TIM_007_34_gap500_peak_11243,TIM_007_35_gap500_peak_13405	1.496955425	1.015053588	0.6780786996379669	-0.5604753687406322	0.5604753687406322	Idh2	(+244)
chr13	23453432	23454274	TIM_007_32_gap500_peak_3745,TIM_007_33_gap500_peak_4212,TIM_007_31_gap500_peak_3377,TIM_007_32_gap500_peak_3746,TIM_007_33_gap500_peak_4213,TIM_007_34_gap500_peak_3190,TIM_007_36_gap500_peak_3153,TIM_007_35_gap500_peak_3816	1.824575043	2.690729532	1.474715738507446	0.5604368919876168	0.5604368919876168	NONE	NA
chr4	106315411	106317437	TIM_007_31_gap500_peak_9310,TIM_007_32_gap500_peak_10312,TIM_007_33_gap500_peak_11357,TIM_007_36_gap500_peak_8571,TIM_007_35_gap500_peak_10405,TIM_007_34_gap500_peak_8679	2.440096004	1.654714754	0.6781351025891849	-0.5603553695813153	0.5603553695813153	Usp24	(+190)
chr17	4980233	4980694	.,TIM_007_35_gap500_peak_6157,TIM_007_34_gap500_peak_5111	0.5	0.737303247	1.474606494	0.5603300155619272	0.5603300155619272	NONE	NA
chr8	15027363	15029059	TIM_007_32_gap500_peak_13924,TIM_007_31_gap500_peak_12571,TIM_007_33_gap500_peak_15279,TIM_007_35_gap500_peak_13957,TIM_007_34_gap500_peak_11723,TIM_007_36_gap500_peak_11556	0.997837085	0.676746786	0.6782137045948738	-0.560188157838528	0.560188157838528	NONE	NA
chr14	75753578	75754948	TIM_007_33_gap500_peak_5331,TIM_007_32_gap500_peak_4761,TIM_007_31_gap500_peak_4277,TIM_007_36_gap500_peak_4000,TIM_007_34_gap500_peak_4037,TIM_007_35_gap500_peak_4829	2.979332327	2.020645816	0.6782210221021779	-0.560172592133387	0.560172592133387	Cog3	(+230)
chr10	100840002	100840217	TIM_007_33_gap500_peak_1857,.	0.737127948	0.5	0.6783082928229984	-0.5599869639498587	0.5599869639498587	NONE	NA
chr12	6292868	6293089	TIM_007_33_gap500_peak_3415,.	0.737127948	0.5	0.6783082928229984	-0.5599869639498587	0.5599869639498587	NONE	NA
chr13	108561878	108562093	TIM_007_33_gap500_peak_4770,.	0.737127948	0.5	0.6783082928229984	-0.5599869639498587	0.5599869639498587	NONE	NA
chr15	78510719	78511485	TIM_007_33_gap500_peak_5878,.	0.737127948	0.5	0.6783082928229984	-0.5599869639498587	0.5599869639498587	NONE	NA
chrX	8992122	8992533	TIM_007_33_gap500_peak_16971,.	0.737127948	0.5	0.6783082928229984	-0.5599869639498587	0.5599869639498587	NONE	NA
chr11	96299056	96299600	TIM_007_32_gap500_peak_2590,TIM_007_31_gap500_peak_2336,.	0.737127855	0.5	0.6783083784020073	-0.5599867819317332	0.5599867819317332	Hoxb5	(-4184)
chr11	100471165	100473092	TIM_007_33_gap500_peak_3048,TIM_007_31_gap500_peak_2431,TIM_007_32_gap500_peak_2694,TIM_007_36_gap500_peak_2282,TIM_007_35_gap500_peak_2781,TIM_007_34_gap500_peak_2299	3.418390442	2.318734762	0.6783118550505238	-0.5599793874620799	0.5599793874620799	Klhl11	(+612)
chr11	54786174	54788607	TIM_007_32_gap500_peak_2084,TIM_007_33_gap500_peak_2407,TIM_007_31_gap500_peak_1857,TIM_007_34_gap500_peak_1740,TIM_007_36_gap500_peak_1728,TIM_007_35_gap500_peak_2181	3.429553901	2.326386889	0.6783351293361114	-0.5599298864543938	0.5599298864543938	Cdc42se2	(+284)
chr1	92910147	92911930	TIM_007_31_gap500_peak_360,TIM_007_32_gap500_peak_404,TIM_007_33_gap500_peak_471,TIM_007_34_gap500_peak_331,TIM_007_35_gap500_peak_406,TIM_007_36_gap500_peak_324	1.805311434	1.22479391	0.6784391252019291	-0.5597087231773341	0.5597087231773341	Rnpepl1	(+256)
chr12	84407892	84409420	TIM_007_32_gap500_peak_3401,TIM_007_31_gap500_peak_3073,TIM_007_33_gap500_peak_3817,TIM_007_36_gap500_peak_2870,TIM_007_34_gap500_peak_2902,TIM_007_35_gap500_peak_3475	2.422808447	1.643799438	0.6784685929403151	-0.5596460616426194	0.5596460616426194	Bbof1	(-415)
chr6	42324083	42325396	TIM_007_32_gap500_peak_12116,TIM_007_33_gap500_peak_13335,TIM_007_31_gap500_peak_10940,TIM_007_35_gap500_peak_12147,TIM_007_34_gap500_peak_10191,TIM_007_36_gap500_peak_10050	1.466268359	0.994913337	0.6785342743660746	-0.5595064034744922	0.5595064034744922	Fam131b	(-97)
chr8	18845736	18847320	TIM_007_32_gap500_peak_13930,TIM_007_31_gap500_peak_12575,TIM_007_33_gap500_peak_15288,TIM_007_35_gap500_peak_13963,TIM_007_36_gap500_peak_11559,TIM_007_34_gap500_peak_11726	2.270375772	1.54061247	0.6785715778859183	-0.5594270911599658	0.5594270911599658	Agpat5	(+251)
chr2	106922760	106924941	.,TIM_007_35_gap500_peak_8520	0.5	0.736813062	1.473626124	0.5593705424316642	0.5593705424316642	NONE	NA
chr5	91985616	91985875	.,TIM_007_35_gap500_peak_11391	0.5	0.736813062	1.473626124	0.5593705424316642	0.5593705424316642	Gm1045	(-1729)
chrX	33937490	33939633	.,TIM_007_35_gap500_peak_15638	0.5	0.736813062	1.473626124	0.5593705424316642	0.5593705424316642	NONE	NA
chr7	131542200	131544452	TIM_007_31_gap500_peak_12415,TIM_007_32_gap500_peak_13749,TIM_007_33_gap500_peak_15095,.	0.736709902	0.5	0.6786931988325576	-0.5591685389009458	0.5591685389009458	Hmx3	(+459)
chr4	132210835	132212596	TIM_007_33_gap500_peak_11631,TIM_007_31_gap500_peak_9565,TIM_007_32_gap500_peak_10581,TIM_007_34_gap500_peak_8914,TIM_007_36_gap500_peak_8796,TIM_007_35_gap500_peak_10669	3.053994651	2.072781279	0.6787114962108033	-0.55912964477165	0.55912964477165	Ythdf2	(+587)
chr11	59191052	59192894	TIM_007_31_gap500_peak_1897,TIM_007_32_gap500_peak_2123,TIM_007_33_gap500_peak_2452,TIM_007_34_gap500_peak_1776,TIM_007_36_gap500_peak_1766,TIM_007_35_gap500_peak_2224	2.364948529	1.605278626	0.6787795194336765	-0.5589850592602091	0.5589850592602091	Guk1	(-21)
chr17	31853767	31856543	TIM_007_33_gap500_peak_7098,TIM_007_32_gap500_peak_6374,TIM_007_31_gap500_peak_5744,TIM_007_34_gap500_peak_5388,TIM_007_35_gap500_peak_6469,TIM_007_36_gap500_peak_5321	1.866461735	1.267066811	0.6788603201661673	-0.5588133335744977	0.5588133335744977	Sik1	(+637)
chr7	99979309	99981029	TIM_007_32_gap500_peak_13476,TIM_007_31_gap500_peak_12179,TIM_007_33_gap500_peak_14822,TIM_007_35_gap500_peak_13519,TIM_007_36_gap500_peak_11173,TIM_007_34_gap500_peak_11340	2.838096232	1.926872229	0.6789312523212567	-0.5586625984093166	0.5586625984093166	Rnf169	(+279)
chr15	78842274	78843331	TIM_007_33_gap500_peak_5887,TIM_007_32_gap500_peak_5208,TIM_007_31_gap500_peak_4690,TIM_007_36_gap500_peak_4356,TIM_007_35_gap500_peak_5318,TIM_007_34_gap500_peak_4399	1.333881413	0.905748385	0.6790321659576195	-0.5584481779013014	0.5584481779013014	Cdc42ep1	(+156)
chr11	79338908	79340617	TIM_007_32_gap500_peak_2404,TIM_007_31_gap500_peak_2162,TIM_007_33_gap500_peak_2743,TIM_007_36_gap500_peak_2034,TIM_007_34_gap500_peak_2042,TIM_007_35_gap500_peak_2499	3.168331188	2.151561479	0.6790835147376646	-0.5583390846459698	0.5583390846459698	Nf1	(-62)
chr3	35372018	35372233	TIM_007_33_gap500_peak_10068,.	0.736235541	0.5	0.6791304849544068	-0.5582393011084628	0.5582393011084628	NONE	NA
chr6	125420937	125423566	TIM_007_33_gap500_peak_13890,.	0.736235541	0.5	0.6791304849544068	-0.5582393011084628	0.5582393011084628	NONE	NA
chr7	24458382	24459651	TIM_007_33_gap500_peak_14280,.	0.736235541	0.5	0.6791304849544068	-0.5582393011084628	0.5582393011084628	Plaur	(-3467)
chr9	12849311	12849526	TIM_007_33_gap500_peak_16097,.	0.736235541	0.5	0.6791304849544068	-0.5582393011084628	0.5582393011084628	NONE	NA
chr9	85357559	85359412	TIM_007_32_gap500_peak_15172,TIM_007_31_gap500_peak_13707,TIM_007_34_gap500_peak_12798	0.643273732	0.947170356	1.4724219393432343	0.5581911514020356	0.5581911514020356	NONE	NA
chr2	117447266	117447474	.,TIM_007_36_gap500_peak_7064	0.5	0.736155436	1.472310872	0.5580823223057266	0.5580823223057266	NONE	NA
chr4	101069109	101069864	TIM_007_32_gap500_peak_10293,TIM_007_31_gap500_peak_9296,TIM_007_33_gap500_peak_11334,TIM_007_35_gap500_peak_10385,TIM_007_36_gap500_peak_8556	1.01650378	0.690466471	0.6792561764994125	-0.557972315905612	0.557972315905612	Raver2	(+504)
chr19	45362585	45365043	TIM_007_32_gap500_peak_7675,TIM_007_31_gap500_peak_6928,TIM_007_33_gap500_peak_8430,TIM_007_34_gap500_peak_6512,TIM_007_36_gap500_peak_6415,TIM_007_35_gap500_peak_7758	2.060520034	1.399851297	0.6793679624082705	-0.5577349095883001	0.5577349095883001	Btrc	(+63)
chr16	17553780	17554354	TIM_007_31_gap500_peak_5080,TIM_007_32_gap500_peak_5648,.	0.735904447	0.5	0.6794360355319337	-0.5575903578234278	0.5575903578234278	NONE	NA
chr19	29521698	29524105	TIM_007_32_gap500_peak_7553,TIM_007_31_gap500_peak_6809,TIM_007_33_gap500_peak_8310,TIM_007_36_gap500_peak_6305,TIM_007_34_gap500_peak_6405,TIM_007_35_gap500_peak_7634	2.943731992	2.000095929	0.6794422639138136	-0.5575771327161395	0.5575771327161395	Ric1	(+620)
chr11	118232242	118232518	.,TIM_007_35_gap500_peak_3022	0.5	0.735886253	1.471772506	0.5575546891735643	0.5575546891735643	NONE	NA
chr14	96212246	96212894	.,TIM_007_35_gap500_peak_4892	0.5	0.735886253	1.471772506	0.5575546891735643	0.5575546891735643	NONE	NA
chrX	56346362	56346745	.,TIM_007_35_gap500_peak_15721	0.5	0.735886253	1.471772506	0.5575546891735643	0.5575546891735643	Zfp449	(+154)
chr11	100848279	100852928	TIM_007_31_gap500_peak_2443,TIM_007_32_gap500_peak_2709,TIM_007_33_gap500_peak_3062,TIM_007_34_gap500_peak_2310,TIM_007_35_gap500_peak_2795,TIM_007_36_gap500_peak_2294	3.218103359	2.186682583	0.6794942048348298	-0.5574668480767482	0.5574668480767482	NONE	NA
chr1	23301321	23302504	TIM_007_33_gap500_peak_79,TIM_007_32_gap500_peak_60,TIM_007_31_gap500_peak_56,TIM_007_36_gap500_peak_46,TIM_007_34_gap500_peak_49	0.618324943	0.909971895	1.4716726299039178	0.5574567829841003	0.5574567829841003	NONE	NA
chr7	123366474	123370685	TIM_007_31_gap500_peak_12320,TIM_007_32_gap500_peak_13642,TIM_007_33_gap500_peak_14990,TIM_007_35_gap500_peak_13682,TIM_007_34_gap500_peak_11478,TIM_007_36_gap500_peak_11314	2.548172674	1.731692688	0.6795821592740304	-0.5572801162097434	0.5572801162097434	Arhgap17	(+1306)
chr16	92057479	92059407	TIM_007_33_gap500_peak_6722,TIM_007_32_gap500_peak_6011,TIM_007_31_gap500_peak_5404,TIM_007_36_gap500_peak_5005,TIM_007_34_gap500_peak_5060,TIM_007_35_gap500_peak_6106	2.755846196	1.872831574	0.6795849408135839	-0.5572742112502729	0.5572742112502729	Slc5a3	(+121)
chr6	143099039	143100575	TIM_007_32_gap500_peak_12713,TIM_007_31_gap500_peak_11498,TIM_007_33_gap500_peak_14023,TIM_007_35_gap500_peak_12777,TIM_007_36_gap500_peak_10572,TIM_007_34_gap500_peak_10712	3.492934588	2.373953856	0.6796445213018687	-0.5571477330103097	0.5571477330103097	C2cd5	(+264)
chr5	23674169	23676577	TIM_007_32_gap500_peak_10999,TIM_007_31_gap500_peak_9927,TIM_007_33_gap500_peak_12102,TIM_007_34_gap500_peak_9261,TIM_007_36_gap500_peak_9127,TIM_007_35_gap500_peak_11060	2.247852804	1.528059677	0.6797863606909023	-0.5568466791110426	0.5568466791110426	NONE	NA
chr16	24392841	24394521	TIM_007_32_gap500_peak_5723,TIM_007_31_gap500_peak_5146,TIM_007_33_gap500_peak_6371,TIM_007_35_gap500_peak_5808,TIM_007_34_gap500_peak_4837,TIM_007_36_gap500_peak_4776	3.0621406	2.08170415	0.6798199109472635	-0.5567754779265639	0.5567754779265639	Lpp	(+331)
chr13	7592470	7592726	TIM_007_31_gap500_peak_3283,.	0.735431739	0.5	0.6798727515892539	-0.5566633453332275	0.5566633453332275	NONE	NA
chr8	48655587	48655905	TIM_007_31_gap500_peak_12699,.	0.735431739	0.5	0.6798727515892539	-0.5566633453332275	0.5566633453332275	NONE	NA
chr1	88509836	88510051	.,TIM_007_36_gap500_peak_304	0.5	0.735413343	1.470826686	0.5566272574837343	0.5566272574837343	Glrp1	(+122)
chr19	45747791	45749761	TIM_007_31_gap500_peak_6935,TIM_007_32_gap500_peak_7682,TIM_007_33_gap500_peak_8435,TIM_007_35_gap500_peak_7764,TIM_007_34_gap500_peak_6518,TIM_007_36_gap500_peak_6421	2.523851319	1.716137248	0.679967649076875	-0.5564619862105848	0.5564619862105848	Npm3	(+815)
chr8	25976020	25977152	TIM_007_33_gap500_peak_15351,TIM_007_32_gap500_peak_13981,TIM_007_31_gap500_peak_12623,TIM_007_34_gap500_peak_11767,TIM_007_35_gap500_peak_14011,TIM_007_36_gap500_peak_11604	2.425089109	1.649038602	0.67999093141777	-0.5564125886506377	0.5564125886506377	Hgsnat	(+167)
chr12	16893851	16896241	TIM_007_32_gap500_peak_3082,TIM_007_31_gap500_peak_2785,TIM_007_33_gap500_peak_3445,TIM_007_34_gap500_peak_2645,TIM_007_35_gap500_peak_3154,TIM_007_36_gap500_peak_2615	2.51547566	1.710501776	0.6799913842139901	-0.5564116279809971	0.5564116279809971	Rock2	(+151)
chr7	65644525	65645504	TIM_007_32_gap500_peak_13298,TIM_007_31_gap500_peak_12029,TIM_007_33_gap500_peak_14639,TIM_007_34_gap500_peak_11190,TIM_007_35_gap500_peak_13343,TIM_007_36_gap500_peak_11035	1.443119648	0.981484875	0.6801133061698846	-0.5561529770067606	0.5561529770067606	Tarsl2	(+117)
chr19	41364991	41367050	TIM_007_33_gap500_peak_8384,TIM_007_32_gap500_peak_7625,.	0.735095257	0.5	0.6801839560774094	-0.5560031181867133	0.5560031181867133	NONE	NA
chr13	9834146	9836484	TIM_007_31_gap500_peak_3293,TIM_007_33_gap500_peak_4112,TIM_007_32_gap500_peak_3653,TIM_007_35_gap500_peak_3726,TIM_007_34_gap500_peak_3114	3.7995962150000002	2.584488775	0.6802009026109107	-0.55596717441729	0.55596717441729	NONE	NA
chr19	6117502	6118911	TIM_007_32_gap500_peak_7374,TIM_007_33_gap500_peak_8128,TIM_007_31_gap500_peak_6635,TIM_007_35_gap500_peak_7459,TIM_007_34_gap500_peak_6242,TIM_007_36_gap500_peak_6147	2.225030124	1.513492161	0.6802119866490401	-0.5559436655444044	0.5559436655444044	Sac3d1	(+379)
chr16	17514241	17514520	.,TIM_007_35_gap500_peak_5742	0.5	0.734959444	1.469918888	0.5557365475046667	0.5557365475046667	NONE	NA
chr8	28821395	28821617	.,TIM_007_35_gap500_peak_14023	0.5	0.734959444	1.469918888	0.5557365475046667	0.5557365475046667	NONE	NA
chr2	91526350	91527733	TIM_007_32_gap500_peak_8379,TIM_007_31_gap500_peak_7548,TIM_007_33_gap500_peak_9170,TIM_007_36_gap500_peak_6985,TIM_007_35_gap500_peak_8444,TIM_007_34_gap500_peak_7070	2.87269716	1.954683031	0.6804347698801638	-0.5554712309994865	0.5554712309994865	Ckap5	(+280)
chr9	57260929	57262906	TIM_007_33_gap500_peak_16390,TIM_007_31_gap500_peak_13527,TIM_007_32_gap500_peak_14977,TIM_007_34_gap500_peak_12631,TIM_007_36_gap500_peak_12416,TIM_007_35_gap500_peak_15015	2.081074619	1.416147963	0.680488796543244	-0.5553566852588357	0.5553566852588357	1700017B05Rik	(+694)
chr14	20733501	20735009	TIM_007_32_gap500_peak_4395,TIM_007_31_gap500_peak_3962,TIM_007_33_gap500_peak_4937,TIM_007_36_gap500_peak_3695,TIM_007_34_gap500_peak_3725,TIM_007_35_gap500_peak_4478	2.915956719	1.984380498	0.6805246748245717	-0.5552806222078109	0.5552806222078109	Ndst2	(+307)
chr17	27376311	27376563	.,TIM_007_36_gap500_peak_5259	0.5	0.734671251	1.469342502	0.5551707256030651	0.5551707256030651	NONE	NA
chr2	22983258	22983565	TIM_007_31_gap500_peak_7129,.	0.734644339	0.5	0.6806014467907034	-0.5551178767675815	0.5551178767675815	NONE	NA
chr13	49187067	49188547	TIM_007_33_gap500_peak_4375,TIM_007_32_gap500_peak_3894,TIM_007_31_gap500_peak_3514,TIM_007_36_gap500_peak_3287,TIM_007_34_gap500_peak_3315,TIM_007_35_gap500_peak_3961	2.366251442	1.610889744	0.6807770786347397	-0.5547456317422829	0.5547456317422829	Ninj1	(+322)
chr1	166154369	166154584	TIM_007_33_gap500_peak_858,.	0.734450728	0.5	0.6807808624025219	-0.5547376132469244	0.5547376132469244	NONE	NA
chr10	117949889	117950477	TIM_007_33_gap500_peak_1948,.	0.734450728	0.5	0.6807808624025219	-0.5547376132469244	0.5547376132469244	NONE	NA
chr14	44275081	44275307	TIM_007_33_gap500_peak_5063,.	0.734450728	0.5	0.6807808624025219	-0.5547376132469244	0.5547376132469244	NONE	NA
chr14	57865069	57865753	TIM_007_33_gap500_peak_5207,.	0.734450728	0.5	0.6807808624025219	-0.5547376132469244	0.5547376132469244	NONE	NA
chr16	13986944	13987757	TIM_007_33_gap500_peak_6269,.	0.734450728	0.5	0.6807808624025219	-0.5547376132469244	0.5547376132469244	Ifitm7	(-496)
chr18	58254924	58257040	TIM_007_33_gap500_peak_7859,.	0.734450728	0.5	0.6807808624025219	-0.5547376132469244	0.5547376132469244	NONE	NA
chr18	58857180	58858029	TIM_007_33_gap500_peak_7862,.	0.734450728	0.5	0.6807808624025219	-0.5547376132469244	0.5547376132469244	NONE	NA
chr3	115799614	115799978	TIM_007_33_gap500_peak_10616,.	0.734450728	0.5	0.6807808624025219	-0.5547376132469244	0.5547376132469244	NONE	NA
chr5	145280340	145281459	TIM_007_32_gap500_peak_11891,TIM_007_31_gap500_peak_10732,TIM_007_33_gap500_peak_13081,TIM_007_34_gap500_peak_10015,TIM_007_36_gap500_peak_9878,TIM_007_35_gap500_peak_11929	2.887916954	1.966039056	0.6807810222094081	-0.554737274587911	0.554737274587911	Zscan25	(-2452)
chr3	60566715	60568477	TIM_007_33_gap500_peak_10184,TIM_007_36_gap500_peak_7733	0.763007743	0.519464521	0.6808115982644752	-0.5546724799902326	0.5546724799902326	NONE	NA
chr11	79028381	79028787	.,TIM_007_34_gap500_peak_2038	0.5	0.734369968	1.468739936	0.5545789661745664	0.5545789661745664	NONE	NA
chr7	36655752	36656886	TIM_007_32_gap500_peak_13116,TIM_007_34_gap500_peak_11050,TIM_007_36_gap500_peak_10901,TIM_007_35_gap500_peak_13176	1.124140391	0.76557765	0.6810338425069542	-0.5542016032523331	0.5542016032523331	NONE	NA
chr17	25570141	25573221	TIM_007_32_gap500_peak_6259,TIM_007_33_gap500_peak_6982,TIM_007_31_gap500_peak_5629,TIM_007_35_gap500_peak_6352,TIM_007_36_gap500_peak_5216,TIM_007_34_gap500_peak_5285	1.538890014	1.048165916	0.6811181477976633	-0.5540230228503695	0.5540230228503695	Sox8	(-995)
chr17	80479329	80483586	TIM_007_33_gap500_peak_7509,TIM_007_32_gap500_peak_6782,TIM_007_31_gap500_peak_6117,TIM_007_36_gap500_peak_5663,TIM_007_34_gap500_peak_5742,TIM_007_35_gap500_peak_6880,TIM_007_34_gap500_peak_5743,TIM_007_35_gap500_peak_6881	2.180738336	1.485370556	0.6811319503487647	-0.5539937875843146	0.5539937875843146	Sos1	(-1005)
chr6	115601438	115602868	TIM_007_32_gap500_peak_12494,TIM_007_31_gap500_peak_11297,TIM_007_33_gap500_peak_13778,TIM_007_36_gap500_peak_10380,TIM_007_35_gap500_peak_12545,TIM_007_34_gap500_peak_10514	3.056191222	2.081778488	0.6811676157611842	-0.5539182472040332	0.5539182472040332	Mkrn2	(+251)
chr14	56854605	56855370	.,TIM_007_35_gap500_peak_4700	0.5	0.734032635	1.46806527	0.553916111649799	0.553916111649799	NONE	NA
chr14	89804812	89805034	.,TIM_007_35_gap500_peak_4878	0.5	0.734032635	1.46806527	0.553916111649799	0.553916111649799	NONE	NA
chr3	106256068	106256290	.,TIM_007_35_gap500_peak_9683	0.5	0.734032635	1.46806527	0.553916111649799	0.553916111649799	NONE	NA
chr3	136743275	136744431	.,TIM_007_35_gap500_peak_9847	0.5	0.734032635	1.46806527	0.553916111649799	0.553916111649799	NONE	NA
chr12	59129821	59133282	TIM_007_31_gap500_peak_2927,TIM_007_32_gap500_peak_3243,TIM_007_33_gap500_peak_3636,TIM_007_36_gap500_peak_2743,TIM_007_34_gap500_peak_2775,TIM_007_35_gap500_peak_3324	2.982903118	2.031895929	0.6811806648156784	-0.5538906099155717	0.5538906099155717	Ctage5	(+1789)
chr7	51334664	51334886	TIM_007_31_gap500_peak_11996,TIM_007_35_gap500_peak_13301	0.560628906	0.823006288	1.4680054474394153	0.5538573217092242	0.5538573217092242	NONE	NA
chrX	75744381	75745635	TIM_007_32_gap500_peak_15771,TIM_007_35_gap500_peak_15795,TIM_007_34_gap500_peak_13292	0.541330895	0.794660568	1.4679756417745193	0.5538280296370816	0.5538280296370816	NONE	NA
chr6	149073020	149073274	TIM_007_32_gap500_peak_12749,.	0.73396033	0.5	0.6812357283669541	-0.5537739937139465	0.5537739937139465	NONE	NA
chr4	108117991	108118933	TIM_007_32_gap500_peak_10330,TIM_007_33_gap500_peak_11375,TIM_007_31_gap500_peak_9329,TIM_007_36_gap500_peak_8589,TIM_007_34_gap500_peak_8696,TIM_007_35_gap500_peak_10425	1.706210459	1.162371265	0.6812590198756951	-0.5537246686883607	0.5537246686883607	Scp2	(+70)
chr5	105062346	105062577	.,TIM_007_36_gap500_peak_9461	0.5	0.733929159	1.467858318	0.5537127217347365	0.5537127217347365	NONE	NA
chr6	97203623	97206152	TIM_007_32_gap500_peak_12426,TIM_007_31_gap500_peak_11226,TIM_007_33_gap500_peak_13686,TIM_007_36_gap500_peak_10316,TIM_007_35_gap500_peak_12462,TIM_007_34_gap500_peak_10452	2.335155728	1.590934834	0.6812971036251163	-0.5536440213880477	0.5536440213880477	Uba3	(+759)
chr5	72634763	72635020	TIM_007_33_gap500_peak_12398,TIM_007_35_gap500_peak_11321	0.952197967	0.648766218	0.6813354370457294	-0.5535628499288571	0.5535628499288571	NONE	NA
chr11	98741129	98742609	TIM_007_32_gap500_peak_2666,TIM_007_33_gap500_peak_3023,TIM_007_31_gap500_peak_2408,TIM_007_35_gap500_peak_2758,TIM_007_36_gap500_peak_2263,TIM_007_34_gap500_peak_2279	1.701384487	1.15935771	0.6814201721353771	-0.5533834386052743	0.5533834386052743	Thra	(+58)
chr5	142400784	142403162	TIM_007_31_gap500_peak_10687,TIM_007_32_gap500_peak_11844,TIM_007_33_gap500_peak_13040,TIM_007_36_gap500_peak_9837,TIM_007_34_gap500_peak_9973,TIM_007_35_gap500_peak_11888	2.179214815	1.485073773	0.6814719516304317	-0.5532738158119976	0.5532738158119976	Foxk1	(+473)
